SOC_2020_ext,SOC2020_ext_SUG_title,INDEXOCC_-_natural_word_order
9119/99,Fishing and other elementary agriculture occupations n.e.c.,Oyster bed worker
9139/00,Elementary process plant occupations n.e.c.,Conveyor belt worker
9139/00,Elementary process plant occupations n.e.c.,Belt worker
5442/01,Cabinet makers (excludes metal),Bench worker
8139/99,Plant and machine operatives n.e.c.,Bench worker
5412/01,Footwear makers and repairers,Bench worker
8119/03,Glass workers (excludes agriculture),Bench worker
5224/01,Calibration and precision instrument technicians,Bench worker
8114/99,Plastics process operatives n.e.c.,Bench worker
5412/02,Leather workers (excludes leather dressing),Bench worker
9132/00,"Packers, bottlers, canners and fillers",Bench worker
5423/00,Print finishing and binding workers,Bindery worker
8113/00,Chemical and related process operatives,Bitumen worker
8113/00,Chemical and related process operatives,Bleach worker
8119/02,Concrete operatives (concrete production),Concrete block worker
5235/00,Boat and ship builders and repairers,Blowlamp worker
5441/03,Glass blowers,Blowpipe worker
8134/99,Water and sewerage plant operatives n.e.c.,Water board worker
8112/00,Textile process operatives,Bottle bobbin worker
9252/00,Warehouse operatives ,Bond worker
5412/01,Footwear makers and repairers,Boot and shoe worker
8131/00,Paper and wood machine operatives,Cardboard box worker
8120/99,Metal working machine operatives n.e.c.,Metal box worker
8120/99,Metal working machine operatives n.e.c.,Brass worker
8111/01,Brewery and distillery workers,Brewery worker
8119/99,Process operatives n.e.c.,Brick worker
8120/99,Metal working machine operatives n.e.c.,Architectural bronze worker
8120/99,Metal working machine operatives n.e.c.,Ornamental bronze worker
5449/99,Other skilled trades n.e.c.,Brush worker
9129/99,Elementary construction occupations n.e.c.,Building worker
9119/99,Fishing and other elementary agriculture occupations n.e.c.,Bulb worker
8111/02,Dairy workers,Butter worker
8139/99,Plant and machine operatives n.e.c.,Button worker
8146/00,Sewing machinists,Buttonhole worker
5442/01,Cabinet makers (excludes metal),Cabinet worker
8139/02,Cable operatives,Cable worker
9263/00,Kitchen and catering assistants,Café worker
9267/99,Leisure and theme park attendants n.e.c.,Holiday camp worker
9129/99,Elementary construction occupations n.e.c.,Canal worker
5449/99,Other skilled trades n.e.c.,Cane worker
9132/00,"Packers, bottlers, canners and fillers",Cannery worker
9263/00,Kitchen and catering assistants,Canteen worker
8142/02,Vehicle and vehicle part assemblers,Car worker
8113/00,Chemical and related process operatives,Carbide worker
5449/99,Other skilled trades n.e.c.,Carbon worker
6129/99,Animal care services occupations n.e.c.,Animal care worker
6135/03,Residential care workers,Residential child care worker
6135/99,Care workers and home carers n.e.c.,Child care worker
6135/03,Residential care workers,Children's care worker
6135/01,Community support workers,Community care worker
6135/02,Home care workers,Home care worker
3229/99,Welfare and housing associate professionals n.e.c.,Leaving care worker
6135/03,Residential care workers,Residential care worker
6136/99,Senior care workers n.e.c.,Senior care worker
6135/03,Residential care workers,Residential social care worker
6135/02,Home care workers,Social care worker
6135/03,Residential care workers,Social care worker
6135/99,Care workers and home carers n.e.c.,Social care worker
6131/99,Nursing auxiliaries and assistants n.e.c.,Care worker
6135/99,Care workers and home carers n.e.c.,Care worker
9259/01,"Dockers, slingers and stevedores ",Cargo worker
5419/99,"Textiles, garments and related trades n.e.c.",Carpet worker
3229/99,Welfare and housing associate professionals n.e.c.,Advice case worker
2461/02,"Children, family and school social workers",Family case worker
3520/99,Legal associate professionals n.e.c.,Immigration case worker
3520/99,Legal associate professionals n.e.c.,Legal case worker
2115/08,Political scientists,Parliamentary case worker
4111/03,Passport officers,Passport case worker
3560/99,Public services associate professionals n.e.c.,Senior case worker
3222/03,Welfare and attendance officers,Case worker
4111/99,National government administrative occupations n.e.c.,Case worker
3229/99,Welfare and housing associate professionals n.e.c.,Case worker
5442/01,Cabinet makers (excludes metal),Case worker
4112/99,Local government administrative occupations n.e.c.,Case worker
3229/99,Welfare and housing associate professionals n.e.c.,Case worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Casein worker
9263/00,Kitchen and catering assistants,Catering worker
8119/02,Concrete operatives (concrete production),Cement worker
6138/99,"Undertakers, mortuary and crematorium assistants n.e.c.",Cemetery worker
7211/00,Call and contact centre occupations,Call centre worker
3221/02,Family support workers,Family centre worker
9267/99,Leisure and theme park attendants n.e.c.,Holiday centre worker
9267/99,Leisure and theme park attendants n.e.c.,Leisure centre worker
3229/05,Health advisers,Smoking cessation worker
8111/02,Dairy workers,Cheese worker
8113/00,Chemical and related process operatives,Chemical worker
6135/03,Residential care workers,Residential childcare worker
6135/03,Residential care workers,Residential children's worker
8113/00,Chemical and related process operatives,Electrolytic chlorine worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Chocolate worker
3229/99,Welfare and housing associate professionals n.e.c.,Church worker
8111/01,Brewery and distillery workers,Cider worker
9267/02,Cinema and theatre attendants,Cinema worker
8119/01,Ceramic workers,Clay worker
8132/99,Mining and quarry workers and related operatives n.e.c.,Clay worker
4132/02,Insurance administrators,Clerical worker
4112/99,Local government administrative occupations n.e.c.,Clerical worker
4211/00,Medical secretaries,Clerical worker
4159/99,Other administrative occupations n.e.c.,Clerical worker
8112/00,Textile process operatives,Cloth worker
8113/00,Chemical and related process operatives,Coke worker
8132/01,Coal miners and quarry workers,Colliery worker
8113/00,Chemical and related process operatives,Colour worker
5422/99,Printers n.e.c.,Colour worker
3221/01,Community workers,Community worker
8114/99,Plastics process operatives n.e.c.,Composite worker
8119/02,Concrete operatives (concrete production),Pre-cast concrete worker
8119/02,Concrete operatives (concrete production),Concrete worker
8152/00,Road construction operatives,Concrete worker
8111/03,Food process bakery workers,Confectionery worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Confectionery worker
5119/03,Countryside and park officers and rangers,Conservation worker
9129/01,Builder's labourers,Construction worker
8132/01,Coal miners and quarry workers,Contract worker
5423/00,Print finishing and binding workers,Electro copper worker
9139/00,Elementary process plant occupations n.e.c.,Copper worker
8111/01,Brewery and distillery workers,Copperhead worker
9112/01,Forest workers,Coppice worker
8113/00,Chemical and related process operatives,Cordite worker
8112/00,Textile process operatives,Cotton worker
5412/02,Leather workers (excludes leather dressing),Leather craft worker
5449/99,Other skilled trades n.e.c.,Craft worker
8111/02,Dairy workers,Creamery worker
3229/99,Welfare and housing associate professionals n.e.c.,Crisis worker
5419/99,"Textiles, garments and related trades n.e.c.",Crochet worker
9119/99,Fishing and other elementary agriculture occupations n.e.c.,Crop worker
8119/99,Process operatives n.e.c.,Crucible worker
5449/99,Other skilled trades n.e.c.,Quartz crystal worker
6111/00,Early education and childcare assistants,Crèche worker
8139/99,Plant and machine operatives n.e.c.,Cutlery worker
8142/02,Vehicle and vehicle part assemblers,Cycle worker
}}}}/}},}}}}/}},Dairy worker
}}}}/}},}}}}/}},Datal worker
}}}}/}},}}}}/}},Day worker
8133/03,Nuclear decommissioning operatives,De-commissioning worker
9211/01,Postal delivery workers,Postal delivery worker
8159/06,Demolition operatives,Demolition worker
9252/00,Warehouse operatives ,Depot worker
3132/00,IT user support technicians,Computer help desk worker
9252/00,Warehouse operatives ,Despatch worker
5449/99,Other skilled trades n.e.c.,Detonator worker
3221/01,Community workers,Community development worker
3222/99,Child and early years officers n.e.c.,Outreach development worker
3229/99,Welfare and housing associate professionals n.e.c.,Outreach development worker
3221/03,Youth workers (excludes youth work professionals),Youth development worker
8132/01,Coal miners and quarry workers,Development worker
3229/99,Welfare and housing associate professionals n.e.c.,Development worker
8113/00,Chemical and related process operatives,Digester worker
9252/00,Warehouse operatives ,Dispatch worker
8111/01,Brewery and distillery workers,Distillery worker
8159/06,Demolition operatives,Distribution worker
9139/00,Elementary process plant occupations n.e.c.,Dry dock worker
9139/00,Elementary process plant occupations n.e.c.,Dock worker
9259/01,"Dockers, slingers and stevedores ",Dock worker
9259/01,"Dockers, slingers and stevedores ",Dockside worker
9139/00,Elementary process plant occupations n.e.c.,Dockyard worker
9223/01,Commercial cleaners,Domestic worker
9223/02,Private house cleaners,Domestic worker
9121/00,Groundworkers   ,Drainage worker
2319/02,Dance and drama school principals and owners,Drama worker
3224/05,Substance misuse workers,Drug worker
8131/00,Paper and wood machine operatives,Dry worker
8113/00,Chemical and related process operatives,Natural dye worker
8119/04,Rubber workers,Ebonite worker
3221/01,Community workers,Community education worker
3432/09,Outdoor pursuits instructors,Outdoor education worker
6135/99,Care workers and home carers n.e.c.,Enablement worker
8149/00,Assemblers and routine operatives n.e.c.,Enamel worker
8133/99,Energy plant operatives n.e.c.,Engine worker
9139/00,Elementary process plant occupations n.e.c.,Engineering worker
9119/99,Fishing and other elementary agriculture occupations n.e.c.,Estate worker
3119/99,"Science, engineering and production technicians n.e.c.",Experimental worker
8113/00,Chemical and related process operatives,Explosive worker
8113/00,Chemical and related process operatives,Extract worker
8146/00,Sewing machinists,Fabric worker
8132/01,Coal miners and quarry workers,Face worker
9264/00,Waiters and waitresses,Fun factory worker
9132/00,"Packers, bottlers, canners and fillers",Factory worker
8111/01,Brewery and distillery workers,Factory worker
8112/00,Textile process operatives,Factory worker
8111/01,Brewery and distillery workers,Factory worker
8141/00,Assemblers (electrical and electronic products),Factory worker
9139/00,Elementary process plant occupations n.e.c.,Factory worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Factory worker
5412/01,Footwear makers and repairers,Factory worker
8119/03,Glass workers (excludes agriculture),Factory worker
9224/02,Dry cleaners and laundry workers,Factory worker
8114/99,Plastics process operatives n.e.c.,Factory worker
8119/04,Rubber workers,Factory worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Factory worker
8112/00,Textile process operatives,Factory worker
8111/04,Tobacco workers,Factory worker
9139/00,Elementary process plant occupations n.e.c.,Factory worker
5322/03,Tilers,Faience worker
9267/99,Leisure and theme park attendants n.e.c.,Fairground worker
3221/02,Family support workers,Family worker
3221/02,Family support workers,Family and children worker
9119/02,Fisheries and aquaculture labourers,Fish farm worker
9119/02,Fisheries and aquaculture labourers,Salmon farm worker
8134/99,Water and sewerage plant operatives n.e.c.,Sewage farm worker
9119/02,Fisheries and aquaculture labourers,Trout farm worker
9119/02,Fisheries and aquaculture labourers,Farm worker
9111/00,Farm labourers,Farm worker
8112/00,Textile process operatives,Feather worker
8112/00,Textile process operatives,Felt worker
8131/00,Paper and wood machine operatives,Fibre worker
8119/04,Rubber workers,Fibre worker
8119/03,Glass workers (excludes agriculture),Fibreglass worker
5441/99,"Glass and ceramics makers, decorators and finishers n.e.c.",Brick field worker
3229/03,Charity workers,Field worker
2461/99,Social workers n.e.c.,Field worker
7214/01,Field and telephone interviewers,Field worker
9111/00,Farm labourers,Field worker
5423/00,Print finishing and binding workers,Colour film worker
8113/00,Chemical and related process operatives,Red filtration worker
9259/01,"Dockers, slingers and stevedores ",Fish worker
5433/01,Fishmongers,Fish worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Food worker
9112/01,Forest workers,Forest worker
9112/01,Forest workers,Forestry worker
8115/99,Metal making and treating process operatives n.e.c.,Forge worker
9139/00,Elementary process plant occupations n.e.c.,Foundry worker
8112/00,Textile process operatives,Hand frame worker
8112/00,Textile process operatives,Knitting frame worker
8112/00,Textile process operatives,Frame worker
8115/99,Metal making and treating process operatives n.e.c.,Blast furnace worker
8115/99,Metal making and treating process operatives n.e.c.,Furnace worker
8113/00,Chemical and related process operatives,Fuseroom worker
8113/00,Chemical and related process operatives,Galenical worker
8145/99,"Tyre, exhaust and windscreen fitters n.e.c.",Garage worker
9119/03,Garden and park labourers,Market garden worker
8112/00,Textile process operatives,Garnet worker
8113/00,Chemical and related process operatives,Chlorine gas worker
5315/00,Plumbers and heating and ventilation installers and repairers,Maintenance gas worker
8113/00,Chemical and related process operatives,Gas worker
9139/00,Elementary process plant occupations n.e.c.,Gas worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Gelatine worker
8132/01,Coal miners and quarry workers,General worker
9111/00,Farm labourers,General worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",General worker
9119/99,Fishing and other elementary agriculture occupations n.e.c.,General worker
9139/00,Elementary process plant occupations n.e.c.,General worker
5317/99,"Glaziers, window fabricators and fitters n.e.c.",Decorative glass worker
8119/03,Glass workers (excludes agriculture),Fibre glass worker
9119/99,Fishing and other elementary agriculture occupations n.e.c.,Glass worker
8119/03,Glass workers (excludes agriculture),Glass worker
9119/99,Fishing and other elementary agriculture occupations n.e.c.,Glasshouse worker
5413/99,Tailors and dressmakers n.e.c.,Glove worker
8113/00,Chemical and related process operatives,Glycerine worker
5441/99,"Glass and ceramics makers, decorators and finishers n.e.c.",Gold worker
5412/02,Leather workers (excludes leather dressing),Leather goods worker
8234/99,Rail transport operatives n.e.c.,Railways goods worker
8119/04,Rubber workers,Rubber goods worker
8132/99,Mining and quarry workers and related operatives n.e.c.,Gravel worker
9119/99,Fishing and other elementary agriculture occupations n.e.c.,Greenhouse worker
8132/01,Coal miners and quarry workers,Above ground worker
8132/99,Mining and quarry workers and related operatives n.e.c.,Above ground worker
8132/01,Coal miners and quarry workers,Under ground worker
8132/99,Mining and quarry workers and related operatives n.e.c.,Under ground worker
9121/00,Groundworkers   ,Ground worker
3229/99,Welfare and housing associate professionals n.e.c.,Group worker
}}}}/}},}}}}/}},Guillotine worker
8112/00,Textile process operatives,Hair worker
8115/99,Metal making and treating process operatives n.e.c.,Power hammer worker
5413/05,"Milliners (excludes wholesale, retail trade)",Hat worker
9119/99,Fishing and other elementary agriculture occupations n.e.c.,Hatchery worker
9119/02,Fisheries and aquaculture labourers,Hatchery worker
8132/01,Coal miners and quarry workers,Haulage worker
6135/01,Community support workers,Community mental health worker
2259/06,Mental health workers,Mental health worker
6131/99,Nursing auxiliaries and assistants n.e.c.,Healthcare worker
6135/03,Residential care workers,Healthcare worker
6135/99,Care workers and home carers n.e.c.,Healthcare worker
5433/01,Fishmongers,Herring worker
6135/02,Home care workers,Homecare worker
9119/99,Fishing and other elementary agriculture occupations n.e.c.,Horticultural worker
8112/00,Textile process operatives,Hosiery worker
6131/99,Nursing auxiliaries and assistants n.e.c.,Hospital worker
9269/99,Other elementary service occupations n.e.c.,Hostel worker
9269/99,Other elementary service occupations n.e.c.,Hotel worker
8113/00,Chemical and related process operatives,Dye house worker
5433/01,Fishmongers,Fish house worker
8133/99,Energy plant operatives n.e.c.,Power house worker
8131/00,Paper and wood machine operatives,Rag house worker
8113/00,Chemical and related process operatives,Retort house worker
5431/02,Slaughterers,Slaughter house worker
8119/01,Ceramic workers,Slip house worker
9223/02,Private house cleaners,House worker
9131/00,Industrial cleaning process occupations,Hygiene worker
8143/00,Routine inspectors and testers,Inspection worker
8113/00,Chemical and related process operatives,Installation worker
3221/02,Family support workers,Family intervention worker
8120/99,Metal working machine operatives n.e.c.,Art iron worker
5212/04,Smiths,Ornamental iron worker
5211/01,Metal fabricators and finishers,Sheet iron worker
5212/04,Smiths,Wrought iron worker
5311/00,Steel erectors ,Iron worker
9139/00,Elementary process plant occupations n.e.c.,Iron worker
8132/99,Mining and quarry workers and related operatives n.e.c.,Ironstone worker
5449/99,Other skilled trades n.e.c.,Jet worker
3229/08,Probation service workers,Restorative justice worker
6129/01,Animal boarding assistants,Kennel worker
6111/00,Early education and childcare assistants,Nursery key worker
6111/00,Early education and childcare assistants,Pre-school key worker
3229/99,Welfare and housing associate professionals n.e.c.,Key worker
8119/01,Ceramic workers,Kiln worker
8131/00,Paper and wood machine operatives,Kiln worker
8119/99,Process operatives n.e.c.,Kiln worker
7111/00,Sales and retail and assistants,Kiosk worker
9263/00,Kitchen and catering assistants,Kitchen worker
3111/99,Laboratory technicians n.e.c.,Laboratory worker
5419/99,"Textiles, garments and related trades n.e.c.",Lace worker
5441/99,"Glass and ceramics makers, decorators and finishers n.e.c.",Lamp worker
9111/00,Farm labourers,Land worker
5441/04,"Glass makers, decorators and finishers",Lathe worker
8120/99,Metal working machine operatives n.e.c.,Lathe worker
9224/02,Dry cleaners and laundry workers,Launderette worker
9224/02,Dry cleaners and laundry workers,Laundry worker
3229/99,Welfare and housing associate professionals n.e.c.,Lay worker
8115/99,Metal making and treating process operatives n.e.c.,Tea lead worker
5317/01,Glass cutters and glaziers,Lead worker
8139/99,Plant and machine operatives n.e.c.,Lead worker
5412/02,Leather workers (excludes leather dressing),Fancy leather worker
5412/02,Leather workers (excludes leather dressing),Hydraulic and mechanical leather worker
5412/02,Leather workers (excludes leather dressing),Orthopaedic leather worker
5412/02,Leather workers (excludes leather dressing),Leather worker
8113/00,Chemical and related process operatives,Leather worker
5412/02,Leather workers (excludes leather dressing),Leather worker
5412/02,Leather workers (excludes leather dressing),Leather worker
5412/02,Leather workers (excludes leather dressing),Leather worker
5441/05,Optical glass makers,Lens worker
9269/99,Other elementary service occupations n.e.c.,Lift worker
8113/00,Chemical and related process operatives,Lime worker
3221/01,Community workers,Community link worker
3221/02,Family support workers,Family link worker
3222/03,Welfare and attendance officers,Home link worker
3229/99,Welfare and housing associate professionals n.e.c.,Social prescribing link worker
8139/99,Plant and machine operatives n.e.c.,Lino worker
8139/99,Plant and machine operatives n.e.c.,Linoleum worker
5419/04,"Weavers (excludes basket, wig and wire goods mfr)",Hand loom worker
}}}}/}},}}}}/}},Machine worker
8113/00,Chemical and related process operatives,Magazine worker
8153/00,Rail construction and maintenance operatives,Rail track maintenance worker
}}}}/}},}}}}/}},Maintenance worker
5312/03,Stonemasons ,Marble worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Margarine worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Marzipan worker
8120/99,Metal working machine operatives n.e.c.,Architectural metal worker
8120/99,Metal working machine operatives n.e.c.,Art metal worker
8120/99,Metal working machine operatives n.e.c.,Ornamental metal worker
5449/03,"Goldsmiths, silversmiths, jewellers and precious stone workers",Precious metal worker
5211/01,Metal fabricators and finishers,Sheet metal worker
5449/03,"Goldsmiths, silversmiths, jewellers and precious stone workers",White metal worker
5223/99,Metal working production and maintenance fitters n.e.c.,Metal worker
9139/00,Elementary process plant occupations n.e.c.,Metal worker
8119/99,Process operatives n.e.c.,Mica worker
8119/99,Process operatives n.e.c.,Micanite worker
8112/00,Textile process operatives,Asbestos mill worker
9139/00,Elementary process plant occupations n.e.c.,Corn mill worker
8112/00,Textile process operatives,Cotton mill worker
9139/00,Elementary process plant occupations n.e.c.,Flour mill worker
8119/99,Process operatives n.e.c.,Grog mill worker
8131/00,Paper and wood machine operatives,Paper mill worker
8115/99,Metal making and treating process operatives n.e.c.,Rolling mill worker
8119/04,Rubber workers,Rubber mill worker
8131/00,Paper and wood machine operatives,Saw mill worker
8115/99,Metal making and treating process operatives n.e.c.,Sheet mill worker
5312/03,Stonemasons ,Slate mill worker
8112/00,Textile process operatives,Woollen mill worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Mill worker
8115/99,Metal making and treating process operatives n.e.c.,Mill worker
8131/00,Paper and wood machine operatives,Mill worker
9139/00,Elementary process plant occupations n.e.c.,Mill worker
8132/01,Coal miners and quarry workers,Mine worker
8132/99,Mining and quarry workers and related operatives n.e.c.,Mine worker
3224/05,Substance misuse workers,Substance misuse worker
5322/03,Tilers,Mosaic worker
8115/99,Metal making and treating process operatives n.e.c.,Foundry muffle worker
8115/99,Metal making and treating process operatives n.e.c.,Muffle worker
9139/00,Elementary process plant occupations n.e.c.,Munitions worker
8146/00,Sewing machinists,Needle worker
8115/99,Metal making and treating process operatives n.e.c.,Nickel worker
6111/00,Early education and childcare assistants,Nursery worker
9119/99,Fishing and other elementary agriculture occupations n.e.c.,Nursery worker
8113/00,Chemical and related process operatives,Nylon worker
8132/01,Coal miners and quarry workers,Odd worker
8139/99,Plant and machine operatives n.e.c.,Odd worker
9211/99,"Postal workers, mail sorters and messengers n.e.c.",Post office worker
4111/99,National government administrative occupations n.e.c.,Office worker
4112/99,Local government administrative occupations n.e.c.,Office worker
9219/99,Elementary administration occupations n.e.c.,Office worker
8132/99,Mining and quarry workers and related operatives n.e.c.,Opencast worker
5441/05,Optical glass makers,Optical worker
5449/03,"Goldsmiths, silversmiths, jewellers and precious stone workers",Black ornament worker
3221/01,Community workers,Community outreach worker
3221/02,Family support workers,Family outreach worker
3229/99,Welfare and housing associate professionals n.e.c.,Outreach worker
3221/99,Youth and community workers n.e.c.,Outreach worker
8113/00,Chemical and related process operatives,Coke oven worker
8113/00,Chemical and related process operatives,Paint worker
5233/00,Vehicle paint technicians,Paint worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Revolving pan worker
8131/00,Paper and wood machine operatives,Paper worker
9139/00,Elementary process plant occupations n.e.c.,Paper worker
3221/99,Youth and community workers n.e.c.,Parish worker
9267/99,Leisure and theme park attendants n.e.c.,Theme park worker
3221/99,Youth and community workers n.e.c.,Parochial worker
3229/99,Welfare and housing associate professionals n.e.c.,Participation and rights worker
3222/03,Welfare and attendance officers,Pastoral worker
3229/99,Welfare and housing associate professionals n.e.c.,Pastoral worker
9119/99,Fishing and other elementary agriculture occupations n.e.c.,Peat worker
8113/00,Chemical and related process operatives,Pharmaceutical worker
5421/00,Pre-press technicians,Photogravure worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Pickle worker
8132/01,Coal miners and quarry workers,Piece worker
}}}}/}},}}}}/}},Piece worker
5449/03,"Goldsmiths, silversmiths, jewellers and precious stone workers",Pierce worker
8132/01,Coal miners and quarry workers,Pit worker
8113/00,Chemical and related process operatives,Gas plant worker
8132/99,Mining and quarry workers and related operatives n.e.c.,Lime hydrating plant worker
8132/99,Mining and quarry workers and related operatives n.e.c.,Screening plant worker
8115/99,Metal making and treating process operatives n.e.c.,Sinter plant worker
8111/03,Food process bakery workers,Plant worker
8113/00,Chemical and related process operatives,Plant worker
8113/00,Chemical and related process operatives,Plant worker
8114/99,Plastics process operatives n.e.c.,Plastics worker
5212/04,Smiths,Iron plate worker
5212/04,Smiths,Metal plate worker
8115/01,Galvanisers and platers,Tin plate worker
5211/01,Metal fabricators and finishers,Tin plate worker
5211/01,Metal fabricators and finishers,Zinc plate worker
6117/00,Playworkers,Play worker
6111/00,Early education and childcare assistants,Playgroup worker
6117/00,Playworkers,Playscheme worker
6111/00,Early education and childcare assistants,Playschool worker
9259/01,"Dockers, slingers and stevedores ",Port worker
3222/99,Child and early years officers n.e.c.,Portage worker
9211/99,"Postal workers, mail sorters and messengers n.e.c.",Postal worker
5441/02,Ceramic potters,Pottery worker
9111/00,Farm labourers,Poultry worker
8133/99,Energy plant operatives n.e.c.,Power worker
8120/01,Press and stamp operators,Press worker
}}}}/}},}}}}/}},Press worker
8135/00,Printing machine assistants ,Print worker
5441/04,"Glass makers, decorators and finishers",Prism worker
5433/99,Fishmongers and poultry dressers n.e.c.,Process worker
9132/00,"Packers, bottlers, canners and fillers",Process worker
8119/99,Process operatives n.e.c.,Process worker
8113/00,Chemical and related process operatives,Process worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Process worker
8112/00,Textile process operatives,Process worker
8113/00,Chemical and related process operatives,Process worker
8111/03,Food process bakery workers,Process worker
8111/01,Brewery and distillery workers,Process worker
8119/99,Process operatives n.e.c.,Process worker
8119/02,Concrete operatives (concrete production),Process worker
8113/00,Chemical and related process operatives,Process worker
8113/00,Chemical and related process operatives,Process worker
8119/99,Process operatives n.e.c.,Process worker
8119/01,Ceramic workers,Process worker
8113/00,Chemical and related process operatives,Process worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Process worker
8132/99,Mining and quarry workers and related operatives n.e.c.,Process worker
8113/00,Chemical and related process operatives,Process worker
8111/02,Dairy workers,Process worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Process worker
8141/00,Assemblers (electrical and electronic products),Process worker
8141/00,Assemblers (electrical and electronic products),Process worker
8139/99,Plant and machine operatives n.e.c.,Process worker
8113/00,Chemical and related process operatives,Process worker
8113/00,Chemical and related process operatives,Process worker
8112/00,Textile process operatives,Process worker
8119/03,Glass workers (excludes agriculture),Process worker
5423/00,Print finishing and binding workers,Process worker
8111/03,Food process bakery workers,Process worker
9132/00,"Packers, bottlers, canners and fillers",Process worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Process worker
8119/03,Glass workers (excludes agriculture),Process worker
8119/99,Process operatives n.e.c.,Process worker
8141/00,Assemblers (electrical and electronic products),Process worker
9224/02,Dry cleaners and laundry workers,Process worker
8113/00,Chemical and related process operatives,Process worker
8112/00,Textile process operatives,Process worker
8119/99,Process operatives n.e.c.,Process worker
8113/00,Chemical and related process operatives,Process worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Process worker
8142/99,Assemblers (vehicles and metal goods) n.e.c.,Process worker
8120/99,Metal working machine operatives n.e.c.,Process worker
8119/99,Process operatives n.e.c.,Process worker
8115/99,Metal making and treating process operatives n.e.c.,Process worker
8113/00,Chemical and related process operatives,Process worker
8113/00,Chemical and related process operatives,Process worker
8113/00,Chemical and related process operatives,Process worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Process worker
8113/00,Chemical and related process operatives,Process worker
8131/00,Paper and wood machine operatives,Process worker
8131/00,Paper and wood machine operatives,Process worker
8113/00,Chemical and related process operatives,Process worker
8113/00,Chemical and related process operatives,Process worker
8113/00,Chemical and related process operatives,Process worker
8114/99,Plastics process operatives n.e.c.,Process worker
8113/00,Chemical and related process operatives,Process worker
8113/00,Chemical and related process operatives,Process worker
8135/00,Printing machine assistants ,Process worker
8113/00,Chemical and related process operatives,Process worker
8119/04,Rubber workers,Process worker
8119/04,Rubber workers,Process worker
5431/02,Slaughterers,Process worker
8113/00,Chemical and related process operatives,Process worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Process worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Process worker
8115/99,Metal making and treating process operatives n.e.c.,Process worker
8113/00,Chemical and related process operatives,Process worker
8113/00,Chemical and related process operatives,Process worker
8135/00,Printing machine assistants ,Process worker
8112/00,Textile process operatives,Process worker
8111/04,Tobacco workers,Process worker
8113/00,Chemical and related process operatives,Process worker
8113/00,Chemical and related process operatives,Process worker
8142/02,Vehicle and vehicle part assemblers,Process worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Process worker
8131/00,Paper and wood machine operatives,Process worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Process worker
}}}}/}},}}}}/}},Production worker
8113/00,Chemical and related process operatives,Medicinal products worker
9219/99,Elementary administration occupations n.e.c.,Progress worker
3229/07,Mental health project workers,Mental health project worker
3221/02,Family support workers,Family intervention project worker
3229/99,Welfare and housing associate professionals n.e.c.,Project worker
8111/99,"Food, drink and tobacco process operatives n.e.c.",Pudding worker
8132/01,Coal miners and quarry workers,Quarry worker
8234/99,Rail transport operatives n.e.c.,Railway worker
8233/02,Baggage handlers and ramp agents,Ramp worker
9267/99,Leisure and theme park attendants n.e.c.,Driving range worker
9267/99,Leisure and theme park attendants n.e.c.,Firing range worker
9267/99,Leisure and theme park attendants n.e.c.,Shooting range worker
8113/00,Chemical and related process operatives,Rayon worker
6135/02,Home care workers,Reablement worker
3229/07,Mental health project workers,Mental health recovery worker
3229/99,Welfare and housing associate professionals n.e.c.,Support time recovery worker
3229/99,Welfare and housing associate professionals n.e.c.,Recovery worker
}}}}/}},}}}}/}},Recovery worker
9225/01,Recycling operatives,Recycling worker
8113/00,Chemical and related process operatives,Oil refinery worker
9139/00,Elementary process plant occupations n.e.c.,Refractory worker
3229/10,Victim support workers,Refuge worker
9225/02,Refuse collectors,Refuse worker
3229/99,Welfare and housing associate professionals n.e.c.,Rehabilitation worker
8152/00,Road construction operatives,Reinstatement worker
5212/99,"Metal plate workers, smiths, moulders and related occupations n.e.c.",Repair worker
8132/01,Coal miners and quarry workers,Repair worker
3229/99,Welfare and housing associate professionals n.e.c.,Rescue worker
2112/01,Agricultural scientists,Research worker
2113/01,Biochemists ,Research worker
2112/02,Biologists ,Research worker
2112/03,Botanical and horticultural scientists,Research worker
